,part_number,class,descrip,descrip2,cost,onhand,onorder,master_list,custno,revision,aql,syscom,physical,oldcost,owner
1446,dc2222c76358,,"3/16"" SHORT HOLLOW WALL ANCHOR",,0.04385,50000,0,,,,0,,N,0,A
1447,b5ac8ff9fde6,,"3/16"" LR HOLLOW WALL ANCHOR, U.S.E. DIAMOND",P/N 0131,0,0,0,,,,0,,Y,0.11219,A
1448,7ec8fe69f5d6,,"0-80 X .317 SLOTTED RD HD MS, BRASS",,0,0,0,,,,0,,,0,A
1449,a61ababbc77b,,0-80 X 3/32 SOCKET SET SCREW CUP PT,,0,0,0,,,,0,,,0,A
1450,76f393af8697,,0-80 X 3/32 SOCKET SET SCREW CUP PT 18-8,,0,0,0,,,,0,,,0,A
1451,f8e8d9fa568e,,"0-80 X 3/32 SOCKET SET SCREW CONE PT, 18-8",,0,0,0,,,,0,,N,0,A
1452,3fd2d413e685,,"0-80 X 3/32 SOCKET SET SCREW        CONE PT., 18-8",,0,0,0,,,,0,,,0,A
1453,1e21abc3de8a,,"0-80 X 5/64 PAN HD MS, 18-8",,0,0,0,,,,0,,,0,A
1454,1e7de5e8c9e7,,"0-80 X 3/32 SHCS, 18-8",,0,0,0,,,,0,,N,0,A
1455,30120f472063,,"0-80 X 3/32 SLOTTED PAN HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1456,f42217bdfa62,,"0-80 X 3/32 PHIL FLAT HD MS, 18-8",,0,0,0,,,,0,,,0,A
1457,c70977ff65b3,,"0-80 X 3/32 PHIL PAN HD MS, 18-8",,0,0,0,,,,0,,,0,A
1458,93882cb2dd2b,,"0-80 X 3/32 SOCKET SET SCREW CUP PT, 18-8",,0.065,0,0,,,,0,,N,0,A
1459,7b6b224b9c1c,,"0-80 X 3/32 SOCKET SET SCREW CONE   PT, ALLOY",,0,0,0,,,,0,,,0,A
1460,9fc9debc7049,,"0-80 X 3/32 FOUR SPLINE SET SCREW CUP PT, 18-8",,0,0,0,,,,0,,N,0,A
1461,3665a9f8f9e5,,0-80 X 5/32 (4) SPLINE SET SCREW    CUP PT. 18-8,,0,0,0,,,,0,,,0,A
1462,6e7549f3ef1d,,"0-80 X 17/64 PHIL FLAT HD MS, ZINC  (LENGTH TOL. +",.0000 -.0200),0,0,0,,,,0,,,0,A
1463,910cc222bf04,,"1-64 HEX MS NUT, 18-8 W/BLACK OXIDE (DWG.A-90331 A",LT.2),0,0,0,,,,0,,,0,A
1464,a419e8c97f5f,,"1-64 X 5/16 SHCS, 18-8",,0,0,0,,,,0,,,0,A
1465,d74b6a5c030c,,"1-64 X 3/8 SLOTTED RD HD MS, 18-8",,0,0,0,,,,0,,,0,A
1466,9373965011ff,,"1-64 X 3/8 PHIL PAN HD MS, 18-8",,0,0,0,,,,0,,,0,A
1467,3c29985e6edf,,".028 SHORT ARM HEX KEY, ALLOY",,0,0,0,,,,0,,N,0,A
1468,5c53d648ab99,,"1-64 X 5/32 UNDERCUT SLOTTED FLAT   HD MS, STAINLE",SS STEEL TO B/P,0,0,0,,,,0,,,0,A
1469,c5b9ef596b0f,,"SPECIAL ELBOW, STAINLESS STEEL TO B/P",,0,0,0,Y,17580,NR,1,,N,0,A
1470,4150a57fa792,,SPECIAL WASHER TO B/P,,0,0,0,,,,0,,,0,A
1471,2089ced845e0,,"1-72 HEX MS NUT, 18-8",,0.007,5000,0,Y,1010,NR,1,,N,0,A
1472,8a6015b79018,,"1-72 X 1/8 PHIL FLAT HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1473,8b796b9f1d80,,"1-72 X 1/8 UNDERCUT PHIL FHMS,      BRASS W/BLACK",CHEMICAL FINISH,0,0,0,,,,0,,N,0,A
1474,7a2c7b410592,,1-72 X 1/8 SET SCREW 4-SPLINE       CUP PT. 18-8,,0,0,0,,,,0,,,0,A
1475,b7dc7a58b6f7,,"1-72 X 3/16 RHMS, 18-8",,0,0,0,,,,0,,,0,A
1476,0e997448b579,,"1-72 X 1/4 RHMS, 18-8",,0,0,0,,,,0,,,0,A
1477,8bd006124514,,"1-72 X 1/4 SLOTTED PAN HD MS, NYLON",,0,0,0,,,,0,,,0,A
1478,63833d0df998,,"1-72 X 1/4 SLOTTED FILLISTER HD MS, 18-8",,0.02301,15000,0,Y,1010,-,1,,N,0,A
1479,02e7e742b841,,"1-72 X 1/4 PHIL PAN HD MS, ZINC",,0,0,0,,,,0,,,0,A
1480,859018f75a78,,"1-72 X 1/4 SOCKET SET SCREW FLAT PT, 18-8",,0,0,0,,,,0,,N,0,A
1481,d97a0944c6b4,,"1-72 X 5/16 SHCS, ALLOY W/ZINC",,0,0,0,,,,0,,N,0,A
1482,85bcc017d346,,"1-72 X 5/16 SHCS, 18-8",,0,0,0,,,,0,,,0,A
1483,32fc4fd296f0,,"1-72 X 3/8 SHCS, 18-8",,0,0,0,,,,0,,N,0,A
1484,f122b86c6852,,"1-72 X 3/8 SHCS, 18-8",,0,0,0,,,,0,,,0,A
1485,f852e6eca804,,"1-72 X 3/8 SLOTTED FILLISTER HD MS, 18-8",,0.076,0,0,,,,0,,,0,A
1486,32f63fe13855,,"1-72 X 7/16 SHCS, 18-8",,0,0,0,,,,0,,,0,A
1487,f47503627a46,,"1-72 X 1/2 SLOTTED FILLISTER HD MS, 18-8",,0,0,0,,,,0,,,0,A
1488,bf96810aa047,,"1-72 X 1/2 SLOTTED FILLISTER HD MS, BRASS",,0,0,0,,,,0,,,0,A
1489,206ae07541f3,,RECOIL #03055                       5/16 X .781 FR,EE RUN INSERT,0,0,0,,,,0,,,0,A
1490,a272092ebdb4,,RECOIL #03083                       1/2-13 X .75 F,REE RUN INSERT,0,0,0,,,,0,,,0,A
1491,792edab7fe2e,,M3.5 X 0.6 X 10MM TORX PAN          TAPTITE STEEL,BLACK PHOSPATE,0,0,0,,,,0,,,0,A
1492,9b17747040e9,,M3- 1.34 X 5.4MM TORX PAN           PLASTITE STEEL, BLACK PHOSPHATE      AND OIL  DRY,0,0,0,,,,0,,,0,A
1493,e54b2236f589,,M4-0.6 X 1.4 X 15MM COMBO           SLT/TORX PAN P,LASTITE               STEEL BLACK PHOSPHATE,0,0,0,,,,0,,,0,A
1494,5aab48a26649,,".035 SHORT ARM HEX KEY, PLAIN",,0,0,0,,,,0,,Y,0.03223,A
1495,aaa8da30d83f,,RECOIL #03563                       6-32 X .207 FR,EE RUNNING INSERT,0,0,0,,,,0,,,0,A
1496,993bab55d52a,,"1-72 X 3/32 SOCKET SET SCREW CUP PT, ALLOY",,0.1225,0,0,,,,0,,N,0,A
1497,042ac06fb338,,"1-72 X 3/32 SOCKET SET SCREW CUP    PT, 18-8",,0,0,0,,,,0,,,0,A
1498,46f98b9cce74,,"1-72 X 9/64 FHMS, 18-8",,0,0,0,,,,0,,,0,A
1499,2491e99bd388,,"2-56 SMALL PATTERN HEX NUT, 18-8",,0,0,0,,,,0,,,0,A
1500,fab975c331b9,,"2-56 HEX MS NUT,    NICKEL",,0,0,0,,,,0,,,0,A
1501,dd443c654ce7,,"2-56 HEX MS NUT, BLACK OXIDE PER    MIL-F-495 (MS3",5649-222),0,0,0,,,,0,,,0,A
1502,9ccb93b16e1c,,"2-56 HEX MS NUT,    C+Y",,0,0,0,,,,0,,Y,0.00981,A
1503,5f8d45e2b085,,"2-56 HEX MS NUT, 18-8",,0,0,0,,,,0,,N,0,A
1504,8.10418E+11,,"2-56 HEX MS NUT, 18-8",(MS35649-224),0,0,0,,,,0,,N,0,A
1505,2230bd84909f,,"2-56 HEX MS NUT, 18-8 W/BLACK OXIDE (MS35649-224B)",,0,0,0,,,,0,,,0,A
1506,a41695663bcf,,2-56 HEX MS NUT NYLON,,0,0,0,,,,0,,,0,A
1507,0992dd8ae684,,"2-56 X 1/16  FOUR SPLINE SET SCREW CUP PT, 18-8",,0,0,0,,,,0,,N,0,A
1508,39ff0d64502c,,2-56 X 1/16 SOCKET SET SCREW FLAT   PT,,0,0,0,,,,0,,,0,A
1509,d6bd73acca18,,2-56 X 1/16 SOCKET SET SCREW CONE   PT,,0,0,0,,,,0,,,0,A
1510,4cf3292e43ed,,2-56 X 1/8 SHCS,,0,0,0,,,,0,,,0,A
1511,7c8e2fafe34e,,"2-56 X 1/8 SHCS, 18-8",,0,0,0,,,,0,,N,0,A
1512,910d6c9cbe93,,"2-56 X 1/8 SLOTTED FLAT HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1513,103003e21d3a,,"2-56 X 1/8 SLOTTED RD HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1514,5b0bf0321e48,,"2-56 X 1/8 SLOTTED PAN HD MS, ZINC",,0,0,0,,,,0,,,0,A
1515,e5b629347c2a,,"2-56 X 1/8 SLOTTED PAN HD MS, 18-8",,0,0,0,,,,0,,,0,A
1516,be22fa305751,,"2-56 X 1/8 SLOTTED BINDING HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1517,2e0ff8c185bc,,"2-56 X 1/8 SLOTTED FILLISTER HD MS, PLAIN",,0,0,0,,,,0,,,0,A
1518,b15de905057e,,"2-56 X 1/8 SLOTTED FILLISTER HD MS, ZINC",,0,0,0,,,,0,,,0,A
1519,a1bff8b95704,,"2-56 X 1/8 SLOTTED FILLISTER HD MS, STEEL",W/BLACK OXIDE,0,0,0,,,,0,,N,0,A
1520,955555421c0b,,"2-56 X 1/8 SLOTTED FILLISTER HD MS, 18-8",,0,0,0,,,,0,,,0,A
1521,2d3917e85aab,,"2-56 X 1/8 SLOTTED FILLISTER HD MS, BRASS",,0,0,0,,,,0,,N,0,A
1522,6e9e4b43a6ce,,"2-56 X 1/8 PHIL FLAT HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1523,63e6a036fe9c,,"2-56 X 1/8 PHIL FLAT HD MS, 18-8    (MS51959-1)",                      (100/BAG),0,0,0,,,,0,,,0,A
1524,ada5885c6ac0,,"2-56 X 1/8 UNDERCUT PHIL FLAT HD    MS, 18-8",,0,0,0,,,,0,,,0,A
1525,cc78a94838ff,,"2-56 X 1/8 PHIL FLAT HD MS, 18-8    W/BLACK OXIDE",(MS51959-1B),0,0,0,,,,0,,,0,A
1526,f5a962f81a43,,"2-56 X 1/8 PHIL FHMS 100 DEGREE,    18-8",,0,0,0,,,,0,,,0,A
1527,37c830db5c91,,"2-56 X 1/8 PHIL RD HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1528,f5ec0b3649d7,,"2-56 X 1/8 PHIL PAN HD MS, ZINC",,0,0,0,,,,0,,N,0,A
1529,2390dd9177c2,,"2-56 X 1/8 PHIL PAN HD MS, 18-8",,0,0,0,,,,0,,,0,A
1530,3f317dbef685,,"2-56 X 1/8 PHIL PAN HD MS, 18-8",,0,0,0,,,,0,,,0,A
1531,80799416fcf0,,"2-56 X 1/8 SOCKET SET SCREW W/NYLON TIP, 18-8",,0,0,0,,,,0,,,0,A
1532,a9c3cb6216d7,,2-56 X 1/8 SOCKET SET SCREW CUP PT,,0,0,0,,,,0,,,0,A
1533,c18c3f1c0c4c,,"2-56 X 1/8 SOCKET SET SCREW CUP PT, 18-8",,0,0,0,,,,0,,,0,A
1534,fa777257f2a8,,"2-56 X 1/8 SLOTTED SET SCREW CUP    PT, 18-8",,0,0,0,,,,0,,,0,A
1535,0693c6f44e89,,"2-56 X 1/8 SOCKET SET SCREW FLAT    PT, 18-8",,0,0,0,,,,0,,,0,A
1536,7ca2d71a438f,,2-56 X 3/16 FLAT SOCKET 18-8        BLACK OXIDE,,0,0,0,,,,0,,,0,A
1537,78258724ddec,,"2-56 X 3/16 BUTTON SOCKET, 18-8",,0,0,0,,,,0,,,0,A
1538,025e2201edbd,,2-56 X 3/16 SHCS,,0,0,0,,,,0,,N,0,A
1539,a20950d3f987,,"2-56 X 3/16 SHCS, C+Y               (100/BAG)",,0,0,0,,,,0,,,0,A
1540,4050e9158865,,"2-56 X 3/16 SHCS, 18-8",,0,0,0,,,,0,,N,0,A
1541,19bae77f3e6d,,"2-56 X 3/16 SHCS, 18-8 W/PATCH",,0,0,0,,,,0,,,0,A
1542,2fc4fa955228,,"2-56 X 3/16 SLOTTED FLAT HD MS, ZINC",,0,0,0,,,,0,,N,0,A
1543,c16c18a3dc45,,"2-56 X 3/16 SLOTTED FLAT HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1544,23b5e21c3aa2,,"2-56 X 3/16 SLOTTED FLAT HD MS,18-8",W/BLACK OXIDE,0,0,0,,,,0,,N,0,A
1545,6616cc4893a5,,"2-56 X 3/16 SLOTTED FLAT HD MS,     NYLON",,0,0,0,,,,0,,,0,A
1546,76d6810c8620,,"2-56 X 3/16 SLOTTED RD HD MS, ZINC",,0,0,0,,,,0,,,0,A
1547,c2a1861e9e52,,"2-56 X 3/16 SLOTTED RD HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1548,d44e973d6ecf,,"2-56 X 3/16 SLOTTED RD HD MS, BRASS",,0,0,0,,,,0,,N,0,A
1549,2da3da6561ce,,"2-56 X 3/16 SLOTTED PAN HD MS, ZINC",,0,0,0,,,,0,,,0,A
1550,244441816b00,,"2-56 X 3/16 PAN HD MS, ZINC",,0,0,0,,,,0,,,0,A
1551,8412e8ccdd7f,,"2-56 X 3/16 PAN HD MS, 18-8 W/BLACK OXIDE PER MIL-",C-13924 CLASS 4       (MS35233-2 W/BLACK OXIDE TO,0,0,0,,,,0,,,0,A
1552,f9efab77ecce,,"2-56 X 3/16 SLOTTED BINDING HD MS,  18-8",,0,0,0,,,,0,,,0,A
1553,f863fa38e108,,"2-56 X 3/16 SLOTTED FILLISTER HD    MS, ZINC",,0,0,0,,,,0,,,0,A
1554,97b48c099ac9,,"2-56 X 3/16 SLOTTED FILLISTER HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1555,dda0772d336a,,"2-56 X 3/16 PHIL FLAT HD MS, ZINC",,0,0,0,,,,0,,N,0,A
1556,0b97da49a333,,"2-56 X 3/16 PHIL FLAT HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1557,28628f93f644,,"2-56 X 3/16 PHIL FLAT HD MS, 18-8",(MS51959-2),0.04,240,0,Y,13702,LR,4,,N,0,A
1558,3515474943d6,,"2-56 X 3/16 PHIL FLAT HD MS, 18-8   (MS51959-2)",,0,0,0,,,,0,,,0,A
1559,d89d42757f53,,"2-56 X 3/16 PHIL FHMS, 18-8         W/DRI-LOC 203",(MS51959-2)           (1000/BAG),0,0,0,,,,0,,,0,A
1560,7bc7893edbbc,,"2-56 X 3/16 UNDERCUT PHIL FLAT HD   MS, 18-8",,0,0,0,,,,0,,N,0,A
1561,3090324940ac,,"2-56 X 3/16 PHIL FLAT HD MS 100 DEGREE, ZINC",,0,0,0,,,,0,,N,0,A
1562,fa936e04b7cc,,"2-56 X 3/16  PHIL FLAT 100 DEG M.S. HD,C+Y",,0,0,0,,,,0,,,0,A
1563,ab8649c75876,,"2-56 X 3/16 PHIL FLAT HD MS         100 DEGREE, 18",-8,0,0,0,,,,0,,,0,A
1564,7f6759fbd96c,,"2-56 X 3/16 PHIL FLAT HD MS 100 DEGREE, 18-8",,0,0,0,,,,0,,N,0,A
1565,674309d0de44,,"2-56 X 3/16 PHIL RHMS, ZINC",,0,0,0,,,,0,,,0,A
1566,fbb9555dd24e,,"2-56 X 3/16 PHIL RD HD MS, 18-8",,0,0,0,,,,0,,Y,0.0064,A
1567,b45704158a5d,,"2-56 X 3/16 PHIL RD HD MS, 18-8     (10633-0002)",,0,0,0,,,,0,,,0,A
1568,9ee134bd7796,,"2-56 X 3/16 PHIL RD HD MS, 18-8     W/DRI-LOC 203",(10633-0002)          (1000/BAG),0,0,0,,,,0,,,0,A
1569,816e8f9f42c6,,"2-56 X 3/16 PHIL PANHD MS, BLA      CK ZINC",,0,0,0,,,,0,,,0,A
1570,847566bb7fd8,,"2-56 X 3/16 PHIL PAN HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1571,ec8a3941f03f,,"2-56 X 3/16 PHIL PAN HD MS, 18-8    W/DRI-LOC 203",(MS51957-2),0,0,0,,,,0,,,0,A
1572,1f329887e7e0,,"2-56 X 3/16 PHIL PAN HD MS, 18-8    W/DRI-LOC 203",(MS51957-2)           (1000/BAG),0,0,0,,,,0,,,0,A
1573,e687a8aa6f5c,,"2-56 X 3/16 PHIL PAN HD MS, 18-8 W/BLACK OXIDE",,0,0,0,,,,0,,N,0,A
1574,1e8f03aa416e,,2-56 X 3/16 PHIL PAN                TAPTITE STEEL,ZINC,0,0,0,,,,0,,,0,A
1575,725ef325491d,,2-56 X 3/16 PHIL PAN MS             W/ INT L/W SEM,S ZINC,0,0,0,,,,0,,,0,A
1576,8a60509583e6,,2-56 X 3/16 PHIL PAN MS             W/  INT L/W SE,MS ZINC YELLOW        ],0,0,0,,,,0,,Y,0.03992,A
1577,1c5e51b7b7c9,,"2-56 X 3/16 SLOTTED SET SCREW CUP PT, 18-8",,0,0,0,,,,0,,N,0,A
1578,77e17d475184,,2-56 X 3/16 SOCKET SET SCREW OVAL   PT.,,0,0,0,,,,0,,N,0,A
1579,7d2b3d4c9947,,"2-56 X 3/16  4-SPLINE SET SCREW     1/2 DOG PT, 18",-8,0,0,0,,,,0,,N,0,A
1580,c877783e5777,,"2-56 X 3/16 6-SPLINE SET SCREW      1/2 DOG PT, 18",-8,0,0,0,,,,0,,,0,A
1581,6f8a5d7b8bbd,,"2-56 X 3/16 FOUR SPLINE SET SCREW CUP PT, 18-8",,0,0,0,,,,0,,N,0,A
1582,de12c9c0ee97,,"2-56 X 1/4 FLAT SOCKET, 18-8",,0,0,0,,,,0,,,0,A
1583,7d3ce250cfbc,,2-56 X 1/4 FLAT HEADSOCKET SCR      EW 18-8 SSBLAC,K OXIDE,0,0,0,,,,0,,,0,A
1584,f71c39e33e5f,,"2-56 X 1/4 BUTTON SOCKET, 18-8",,0,0,0,,,,0,,,0,A
1585,0a188a36a757,,"2-56 X 1/4 SHCS, ALLOY",,0,0,0,,,,0,,N,0,A
1586,bd6972383a83,,2-56 X 1/4 FLAT SOCKET              BLACK ZINC,,0,0,0,,,,0,,,0,A
1587,12bb2dbfd89f,,2-56 X 1/4 SHCS W/ZINC,,0,0,0,,,,0,,,0,A
1588,b9236fe53e27,,"2-56 X 1/4 SHCS, 18-8",,0.013,0,0,,,,0,,N,0,A
1589,700bdc5b5dbf,,"2-56 X 1/4 SHCS, 18-8",(MS16995-2),0,0,0,Y,17740,LR,1,,N,0,A
1590,50e487d0decc,,"2-56 X 1/4 SHCS, 18-8 W/NYLOK STRIP",,0,0,0,,,,0,,,0,A
1591,3952d2964af2,,"2-56 X 1/4 SHCS, HEAT RESISTANT, STEEL PASSIVATED",(NAS1352N02-4),0.15,0,0,,,,0,,N,0,A
1592,b3691e842399,,"2-56 X 1/4 SLOTTED FLAT HD MS, ZINC",,0.01,0,0,,,,0,,,0,A
1593,3b57c96a5e8b,,"2-56 X 1/4 SLOTTED FLAT HD MS,      STEEL W/NICKEL",,0,0,0,,,,0,,,0,A
1594,c4f471950c4c,,"2-56 X 1/4 SLOTTED FLAT HD MS, 18-8",,0.008,0,0,,,,0,,N,0,A
1595,86e718a5686d,,"2-56 X 1/4 SLOTTED FLAT HD MS,      BRASS",,0,0,0,,,,0,,,0,A
1596,72707f3b37a7,,"2-56 X 1/4 SLOTTED PAN HD MS, ZINC",,0,0,0,,,,0,,,0,A
1597,a7a4972cbb9f,,"2-56 X 1/4 SLOTTED PAN HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1598,0005740dd871,,"2-56 X 1/4 SLOTTED BINDING HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1599,f8a781553847,,"2-56 X 1/4 SLOTTED BINDING HD MS, BRASS W/NICKEL",,0,1300,0,,,,0,,N,0,A
1600,a859a5e2833a,,"2-56 X 1/4 SLOTTED FILLISTER HD MS, ZINC",,0,0,0,,,,0,,,0,A
1601,e029b4a6e944,,"2-56 X 1/4 SLOTTED FILLISTER HD MS, 18-8",,0.01,0,0,,,,0,,N,0,A
1602,c027119c76b8,,"2-56 X 1/4 DRILLED FILLISTER HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1603,5cccb6c06b7a,,"2-56 X 1/4 PHIL FLAT, ZINC",,0,0,0,,,,0,,N,0,A
1604,89fd77db3085,,"2-56 X 1/4 PHIL FLAT HD MS, STEEL W/NICKEL",,0,0,0,,,,0,,N,0,A
1605,39185ae2ea1c,,"2-56 X 1/4 PHIL FLAT HD MS,         ZINC + YELLOW",,0,0,0,,,,0,,N,0,A
1606,bbfed91e7762,,"2-56 X 1/4 PHIL FHMS, 18-8          W/DRI-LOC 203",(MS51959-3)           (1000/BAG),0,0,0,,,,0,,,0,A
1607,6b2bde388d3c,,"2-56 X 1/4 UNDERCUT PHIL FLAT HD    MS, 18-8",,0,0,0,,,,0,,,0,A
1608,f4ec585fd4f7,,"2-56 X 1/4 PHIL FLAT HD MS, 18-8    W/BLACK OXIDE",,0,0,0,,,,0,,,0,A
1609,ca759d9651f3,,"2-56 X 1/4 PHIL RD HD MS, ZINC",,0,0,0,,,,0,,,0,A
1610,ea8e78e3ac62,,"2-56 X 1/4 PHIL RD HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1611,057882258d14,,"2-56 X 1/4 PHIL RHMS, 18-8          W/DRI-LOC 203",(10633-0003)          (500/BAG),0,0,0,,,,0,,,0,A
1612,a84f1d36abe3,,"2-56 X 1/4 PHIL PAN HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1613,17a809a99a50,,"2-56 X 1/4 PHIL PAN HD MS, 18-8",(MS51957-3),0.02325,4640,0,Y,1726,LR,1,,N,0,A
1614,7ced0f40d5c5,,"2-56 X 1/4 PHIL PAN HD MS, 18-8     (MS51957-3)",,0,0,0,,,,0,,,0,A
1615,d63833bf1d18,,"2-56 X 1/4 PHIL PAN HD MS, 18-8     W/DRI-LOC 203",(MS51957-3)           (1000/BAG),0,0,0,,,,0,,,0,A
1616,7822ad9f6e2b,,"2-56 X 1/4 PHIL FILLISTER HD MS,    18-8",,0,0,0,,,,0,,N,0,A
1617,8a9df40a9e89,,"2-56 X 1/4 TORX FLAT HD MS, Z+Y     TO PRINT",,0,0,0,,,,0,,,0,A
1618,914b26bb0c59,,2-56 X 1/4 PHIL PAN HD M.S.         SEMS W/ HELICA,"L L/W, STEEL PLAIN",0,0,0,,,,0,,,0,A
1619,5ebb4f48b82d,,2-56 X 1/4 PHIL PAN HD SEMS,W/ INT L/W ZINC,0,0,0,,,,0,,N,0,A
1620,f39f0dd5c762,,"2-56 X 1/4 PHIL PAN HD M.S.,        SEMS W/ HELICA","L L/W, STEEL NICKEL",0,0,0,,,,0,,Y,0.004,A
1621,e6c18e460590,,2-56 X 1/4 PHIL PAN MS W/INT L/W SEMS,  ZINC,0,0,0,,,,0,,N,0,A
1622,fca4011dd3c1,,"2-56 X 1/4 PHIL PAN MS W/INT L/W SEMS,",ZINC YELLOW,0,0,0,,,,0,,N,0,A
1623,6fd62c7e2a48,,"2-56 X 1/4 SLOTTED PAN HD TYPE F,   ZINC",,0,0,0,,,,0,,,0,A
1624,5875fadf336c,,2-56 X 1/4 SOCKET SET SCREW CUP PT,,0,0,0,,,,0,,,0,A
1625,793879b2ed19,,"2-56 X 1/4 SOCKET   SET SCREW       CUP PT,   18-8",,0,0,0,,,,0,,,0,A
1626,45a8b6b00fdb,,4-40 X 1/4 TORX PAN TAPTITE         410 STAINLESS,W/ MOLYCOTE,0,0,0,,,,0,,,0,A
1627,f16b832a5ada,,2-56 X 1/4 TORX PAN MS W/ INT L/W   STEEL ZINC YEL,LOW,0,0,0,,,,0,,,0,A
1628,91cb6f0c1502,,2-56 X 5/16 BUTTON  SOCKET 18-8,,0,0,0,,,,0,,,0,A
1629,8730adcb1ae4,,2-56 X 5/16 SHCS,,0,0,0,,,,0,,,0,A
1630,46b0567b3a90,,"2-56 X 5/16 SHCS, 18-8",,0,0,0,,,,0,,N,0,A
1631,85ecd119f45b,,"2-56 X 5/16 SLOTTED FLAT HD MS, ZINC",,0.0324,0,0,,,,0,,N,0,A
1632,40edd18aa532,,"2-56 X 5/16 SLOTTED FLAT HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1633,6da1beb3fb96,,"2-56 X 5/16 SLOTTED RD HD MS, ZINC",,0,0,0,,,,0,,N,0,A
1634,a6a0d44b0645,,"2-56 X 5/16 SLOTTED RD HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1635,46d98b25bf04,,"2-56 X 5/16 RHMS, 18-8 W/COPPER     PLATE M254 PER", MIL-F-14072 CHEMICAL BLACK PER MIL-F-495,0,0,0,,,,0,,,0,A
1636,807a41b240ea,,"2-56 X 5/16 SLOTTED RD HD MS, BRASS",,0,0,0,,,,0,,N,0,A
1637,df81fff5c322,,"2-56 X 5/16 SLOTTED PAN HD MS, 18-8",,0,0,0,,,,0,,,0,A
1638,37dfd5777271,,"2-56 X 5/16 SLOTTED BINDING HD MS,  18-8",,0,0,0,,,,0,,,0,A
1639,b1bfde07e174,,"2-56 X 5/16 SLOTTED FILLISTER HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1640,6092f4e44848,,"2-56 X 5/16 PHIL FLAT HD MS, 18-8",,0.0055,0,0,,,,0,,N,0,A
1641,e1b810c8da8e,,"2-56 X 5/16 PHIL FLAT HD MS, 18-8",(MS51959-4),0.04,400,0,Y,13713,LR,4,,N,0,A
1642,af7af3592597,,"2-56 X 5/16 PHIL FHMS, 18-8         W/DRI-LOC 203",(MS51959-4)           (1000/BAG),0,0,0,,,,0,,,0,A
1643,1df1f1854c07,,"2-56 X 5/16 PHIL FHMS, 18-8         W/DRI-LOC 203",(MS51959-4),0,0,0,,,,0,,,0,A
1644,904b09eb8e25,,"2-56 X 5/16 PHIL RD HD MS, 18-8",,0,0,0,,,,0,,Y,0.00787,A
1645,bbff177fe618,,"2-56 X 5/16 PHIL RD HD MS, 18-8     W/DRI-LOC 203",(10633-0004)          (1000/BAG),0,0,0,,,,0,,,0,A
1646,466d42b359e7,,"2-56 X 5/16 PHIL PAN HD MS, ZINC",,0,0,0,,,,0,,N,0,A
1647,669c886f2300,,2-56 X 5/16 PHIL PANMS NICKEL,,0,0,0,,,,0,,,0,A
1648,c4a7bb59b719,,2-56 X 5/16 PHIL PANMS ZINC BL      ACK ZINC,,0,0,0,,,,0,,,0,A
1649,9e35d65279b9,,"2-56 X 5/16 PHIL PAN HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1650,05fb5030b43e,,"2-56 X 5/16 PHIL PAN HD MS, 18-8",(MS51957-4),0,0,0,Y,13702,LR,4,,N,0,A
1651,0f777c99f040,,"2-56 X 5/16 PHIL PAN HD MS, 18-8    W/DRI-LOC 203",(MS51957-4)           (500/BAG),0,0,0,,,,0,,,0,A
1652,e5dc731a436d,,"2-56 X 5/16 PHIL PAN HD MS, 18-8    W/BLACK OXIDE",                      (MS51957-4B),0,0,0,,,,0,,,0,A
1653,189ac54b2322,,"2-56 X 3/8 SHCS, ALLOY",,0,0,0,,,,0,,N,0,A
1654,ec6db36e6ba6,,"2-56 X 3/8 SHCS, ZINC",,0,0,0,,,,0,,,0,A
1655,959d0187c398,,"2-56 X 3/8 SHCS, 18-8",,0.017,0,0,,,,0,,N,0,A
1656,c5754a8c6a7c,,"2-56 X 3/8 DRILLED SHCS, 18-8",,0,0,0,,,,0,,,0,A
1657,b72e1dd820a8,,"2-56 X 3/8 SHCS, 18-8",(MS16995-3),0.2,0,0,Y,13713,LR,4,,N,0,A
1658,18220d9ce853,,"2-56 X 3/8 SLOTTED FLAT HD MS, 18-8",,0,0,0,,,,0,,N,0,A
1659,d80d1e807bf0,,"2-56 X 3/8 SLOTTED RD HD MS, ZINC",,0,0,0,,,,0,,N,0,A
